"HH1","HH2","UF4","Index_Birth_Registered_R","Index_Disabled_Child_R","Index_Mother_Disabled_R","Birth_of_Child_not_wanted","Disability_Dummy_Ref","Religion_Belief_Dummy","Ethnic_Immigration_Dummy","Sex_Dummy","Sexual_Orientation_Dummy","Age_Dummy","Other_Reason_Dummy","level_of_education_mother_r","Mother_Health_Insurance","HouseHead_Religiosity_R","family_economic_status"
52,21,2,1,0,0,1,0,1,0,0,0,0,0,NA,1,1,NA
52,3,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
52,3,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
52,6,6,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
52,6,6,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
52,6,6,1,1,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
52,6,6,1,1,1,NA,0,0,0,0,0,0,0,0,1,1,NA
52,9,2,1,0,0,1,1,0,1,1,0,0,1,0,1,1,NA
52,9,2,1,NA,0,1,1,0,1,1,0,0,1,0,1,1,NA
53,13,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
53,3,2,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
54,10,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
54,10,6,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
54,10,6,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
54,10,6,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
54,10,6,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
54,10,6,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
54,10,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
54,10,5,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
54,10,5,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
54,16,4,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,1
54,16,4,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,1
54,19,4,1,0,1,1,0,1,0,0,0,0,0,0,1,1,NA
54,19,4,1,NA,1,1,0,1,0,0,0,0,0,0,1,1,NA
54,2,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
54,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
54,6,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
55,1,9,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
55,1,9,1,0,1,0,0,0,0,0,0,1,0,0,1,1,NA
55,1,9,1,0,1,NA,0,0,1,0,0,0,0,0,1,1,NA
55,1,9,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
55,1,9,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
55,1,9,1,NA,1,0,0,0,0,0,0,1,0,0,1,1,NA
55,1,9,1,NA,1,NA,0,0,1,0,0,0,0,0,1,1,NA
55,1,9,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
55,16,4,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,1
55,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
55,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
56,15,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,NA
56,15,1,1,NA,0,0,0,0,1,0,0,1,0,0,1,1,NA
56,16,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
56,16,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
56,16,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
56,16,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA
56,18,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,18,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
56,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
56,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
56,7,1,1,0,1,0,0,0,1,1,0,0,NA,0,1,1,NA
56,7,1,1,NA,1,0,0,0,1,1,0,0,NA,0,1,1,NA
57,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
57,1,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
57,12,5,1,NA,0,NA,0,0,0,0,0,NA,0,0,1,1,NA
57,12,5,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
57,14,2,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
57,15,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
57,15,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
57,16,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
57,16,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
57,19,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
57,19,2,1,1,0,NA,0,0,0,0,0,0,0,0,1,1,NA
57,6,1,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
57,6,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
58,10,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
58,10,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
58,13,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
58,22,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
58,3,4,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
58,3,4,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,1
58,8,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
58,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
59,11,2,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
59,17,2,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
59,17,2,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
59,17,2,1,0,1,0,0,0,0,0,0,0,0,NA,1,1,NA
59,21,2,1,0,0,NA,0,0,1,0,0,0,0,1,1,1,NA
59,22,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
59,5,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
59,5,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
59,5,4,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
59,5,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
59,7,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
6,10,3,1,0,1,0,0,0,0,0,0,0,0,1,1,1,NA
6,10,3,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
6,10,3,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
6,10,3,1,NA,1,NA,0,0,0,0,0,0,0,1,1,1,NA
6,11,4,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
6,12,1,1,0,NA,NA,0,1,0,0,0,0,0,NA,1,1,NA
6,13,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
6,13,9,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
6,13,9,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
6,13,9,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
6,14,2,1,0,1,NA,0,1,1,0,0,0,0,0,1,1,NA
6,19,2,1,0,1,NA,0,1,0,0,0,0,0,1,1,1,NA
6,20,4,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
6,6,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
6,6,2,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
60,16,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
60,16,2,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
60,17,2,1,NA,1,0,0,1,1,0,0,0,0,NA,1,1,NA
60,19,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
60,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
60,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
60,20,1,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
60,8,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
61,19,4,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
61,20,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
61,8,4,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,2
61,8,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,2
61,8,4,1,NA,0,NA,0,1,0,0,0,0,0,0,1,1,2
62,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
62,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
62,15,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
62,21,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
62,3,3,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
62,5,2,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
63,1,4,1,0,1,NA,0,0,0,1,0,0,0,0,1,1,0
63,1,1,1,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0
63,13,5,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
63,13,5,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
63,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
63,14,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
63,6,4,NA,NA,1,1,0,0,0,0,0,0,0,1,1,1,NA
63,6,4,NA,NA,1,1,0,0,0,0,0,0,0,1,1,1,NA
63,6,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,NA
63,7,3,1,0,1,1,0,0,0,0,0,0,0,0,1,1,NA
63,7,3,1,0,1,NA,0,0,1,0,0,0,0,NA,NA,1,NA
63,7,3,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA
63,7,3,1,NA,1,NA,0,0,1,0,0,0,0,NA,NA,1,NA
64,11,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
64,11,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
64,16,4,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
64,19,4,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
64,2,4,1,NA,1,0,0,0,0,0,0,0,0,1,1,1,NA
64,2,4,1,NA,1,NA,0,0,1,1,0,1,0,NA,NA,1,NA
64,3,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
65,15,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,NA
65,15,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,NA
65,16,1,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,NA
65,17,10,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
65,17,10,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA
65,17,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,17,10,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
65,17,10,1,NA,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
65,17,10,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
65,17,10,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
65,17,10,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,17,10,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
65,17,10,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
65,17,9,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
65,17,9,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
65,17,9,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,17,9,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
65,17,9,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
65,18,3,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
65,19,8,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA
65,19,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,19,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,19,8,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA
65,19,8,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,19,8,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,20,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
65,3,8,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
65,3,8,1,NA,0,NA,0,0,0,1,0,0,0,0,1,1,NA
65,5,3,1,NA,1,0,0,0,1,0,0,0,0,1,1,1,0
65,5,3,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0
65,5,3,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
65,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,7,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA
65,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
65,7,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA
65,8,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,0
66,1,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
66,11,5,1,NA,1,0,0,0,0,0,0,0,0,NA,1,1,NA
66,11,5,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,NA
66,7,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
67,11,4,1,NA,1,0,0,1,0,0,0,0,0,1,1,1,NA
67,11,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,NA
67,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
67,19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
67,2,1,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,2
67,2,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,2
67,3,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
67,3,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
67,4,2,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
67,9,4,1,NA,1,0,0,1,1,0,0,0,0,1,1,1,NA
68,1,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
68,1,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
68,16,3,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,NA
68,16,3,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
68,16,3,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
68,17,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
68,5,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
68,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA
68,5,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
68,5,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA
68,8,2,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
68,8,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
69,11,7,1,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
69,11,7,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
69,17,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
69,18,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
69,18,4,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
69,19,2,1,NA,0,1,0,0,0,0,0,0,0,NA,1,1,1
69,3,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
69,8,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
69,9,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,1
7,10,3,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
7,12,3,1,NA,1,0,0,1,1,0,0,0,0,NA,0,1,NA
7,13,2,1,NA,0,0,0,1,1,0,0,0,0,NA,0,1,NA
7,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
7,14,4,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,2
7,3,2,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA
70,1,2,1,0,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
70,10,3,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,0
70,11,1,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
70,12,2,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
70,12,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,NA
70,13,5,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
70,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
70,13,5,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
70,13,5,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
70,14,3,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
70,14,3,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
70,14,6,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
70,14,6,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
70,21,2,1,0,0,NA,0,1,0,0,0,0,0,1,1,1,NA
70,5,3,1,0,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
70,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
71,1,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,NA
71,1,3,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
71,1,3,1,NA,0,1,0,0,0,0,0,0,0,1,1,1,NA
71,1,3,1,NA,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
71,11,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
71,11,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
71,12,1,1,1,0,0,0,0,0,0,0,0,0,NA,1,1,NA
71,12,1,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
71,18,4,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,1,NA
71,18,4,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
71,18,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
71,18,10,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1,NA
71,18,10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,NA
71,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
71,19,1,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
71,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
71,2,4,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,1,NA
71,7,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
71,8,1,1,0,0,NA,0,1,1,0,0,0,0,1,1,1,NA
71,9,1,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
72,1,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA
72,1,2,1,NA,0,0,0,0,0,0,0,0,0,NA,0,1,NA
72,1,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA
73,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
73,1,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
73,10,4,1,NA,0,1,0,0,0,0,0,0,0,NA,1,1,1
73,13,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
73,19,2,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
73,19,2,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA
73,5,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,1
73,7,4,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
73,7,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,1
73,7,4,1,NA,1,1,0,0,0,0,0,0,0,1,1,1,1
73,7,4,1,NA,1,NA,0,0,0,0,0,0,0,0,1,1,1
73,8,6,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,1
73,8,6,1,NA,0,NA,0,0,0,0,0,0,0,1,1,1,1
74,1,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
74,1,4,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
74,13,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
74,13,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA
74,13,2,1,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
74,13,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
74,18,3,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,1
74,2,3,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
74,2,3,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
74,2,6,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
74,2,6,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
74,20,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
74,20,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
74,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,1
74,5,2,1,1,0,NA,0,0,0,0,0,0,0,0,1,1,NA
75,1,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,1
75,11,6,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
75,11,6,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
75,11,6,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
75,11,6,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
75,19,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
75,20,2,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,1
75,9,1,1,0,NA,NA,0,0,0,0,0,0,0,NA,NA,1,1
75,9,1,1,0,NA,NA,0,0,0,0,0,0,0,NA,NA,1,1
76,15,4,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,NA
76,15,4,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,NA
76,18,2,1,0,0,NA,0,0,0,0,0,0,0,1,1,1,NA
76,4,2,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,NA
76,7,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
76,9,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,0
77,1,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,1
77,11,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
77,13,2,1,NA,0,0,0,0,0,0,0,0,0,NA,1,1,1
77,18,4,0,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
77,18,4,0,NA,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
77,7,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
78,1,3,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,1
78,12,2,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
78,12,2,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
78,14,2,1,NA,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
78,14,2,1,NA,1,NA,0,0,0,0,0,1,0,NA,NA,1,NA
78,14,2,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA
78,16,2,0,0,0,NA,0,0,1,0,0,0,0,NA,0,1,NA
78,2,2,1,NA,1,1,0,0,0,0,0,0,0,0,1,1,NA
78,21,2,1,0,1,NA,0,0,0,0,0,0,0,1,1,1,NA
78,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
78,3,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
78,4,1,1,0,1,NA,0,0,1,0,0,0,0,0,1,1,NA
78,6,4,1,NA,1,0,0,0,0,0,0,0,0,0,1,1,NA
78,8,2,1,0,1,NA,0,0,1,0,1,0,0,0,1,1,NA
79,13,3,1,NA,NA,1,0,0,0,0,0,0,0,0,1,1,NA
79,14,1,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
79,14,1,1,1,1,1,0,0,0,0,0,0,0,NA,1,1,NA
79,14,1,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
79,16,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA
79,16,4,1,NA,0,0,0,0,0,0,0,0,0,1,1,1,NA
79,3,4,1,0,0,0,0,0,1,0,0,0,0,NA,1,1,NA
79,3,4,1,NA,0,0,0,0,1,0,0,0,0,NA,1,1,NA
79,4,2,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
79,5,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
79,6,1,1,0,1,NA,0,1,1,0,0,0,0,NA,1,1,NA
79,6,1,1,0,1,NA,0,0,0,0,0,0,0,NA,NA,1,NA
79,7,3,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
79,9,2,1,NA,1,1,0,0,0,0,0,0,0,NA,1,1,NA
8,1,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
8,1,2,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,NA
8,10,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
8,10,1,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
8,12,2,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
8,13,4,1,0,1,NA,0,0,0,0,0,0,0,0,1,1,NA
8,13,4,1,0,1,NA,0,0,0,0,0,0,0,NA,1,1,NA
8,14,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,1
8,18,1,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,1
8,19,1,1,0,1,NA,0,1,1,0,0,0,0,1,1,1,NA
8,21,2,1,0,0,NA,0,0,0,0,0,0,0,NA,1,1,NA
